x-axis,2
second,Volt
-101.000E-03,
-100.900E-03,-3.372E-03
-100.800E-03,-3.216E-03
-100.700E-03,-3.839E-03
-100.600E-03,-4.824E-03
-100.500E-03,-3.009E-03
-100.400E-03,-1.244E-03
-100.300E-03,-4.359E-03
-100.200E-03,-4.980E-03
-100.100E-03,-517E-06
-100.000E-03,-1.869E-03
-99.900E-03,-3.785E-03
-99.800E-03,-1.608E-03
-99.700E-03,-620E-06
-99.600E-03,-1.450E-03
-99.500E-03,-4.356E-03
-99.400E-03,+7.666E-03
-99.300E-03,-3.216E-03
-99.200E-03,-4.879E-03
-99.100E-03,-2.382E-03
-99.000E-03,-3.218E-03
-98.900E-03,-3.629E-03
-98.800E-03,-7.308E-03
-98.700E-03,-5.702E-03
-98.600E-03,-4.775E-03
-98.500E-03,-4.145E-03
-98.400E-03,+3.818E-03
-98.300E-03,-4.824E-03
-98.200E-03,-3.317E-03
-98.100E-03,+1.152E-03
-98.000E-03,-6.432E-03
-97.900E-03,-2.954E-03
-97.800E-03,+0.0E+00
-97.700E-03,-4.351E-03
-97.600E-03,-4.824E-03
-97.500E-03,-3.216E-03
-97.400E-03,-3.240E-03
-97.300E-03,-9.029E-03
-97.200E-03,-7.351E-03
-97.100E-03,-1.449E-03
-97.000E-03,-6.177E-03
-96.900E-03,-3.216E-03
-96.800E-03,-7.557E-03
-96.700E-03,-4.824E-03
-96.600E-03,-3.450E-03
-96.500E-03,-3.381E-03
-96.400E-03,-2.079E-03
-96.300E-03,-4.711E-03
-96.200E-03,-2.858E-03
-96.100E-03,-2.443E-03
-96.000E-03,-1.608E-03
-95.900E-03,-1.618E-03
-95.800E-03,-5.203E-03
-95.700E-03,-3.258E-03
-95.600E-03,+468E-06
-95.500E-03,-3.263E-03
-95.400E-03,-5.048E-03
-95.300E-03,-2.340E-03
-95.200E-03,-3.216E-03
-95.100E-03,-3.314E-03
-95.000E-03,-1.678E-03
-94.900E-03,-2.288E-03
-94.800E-03,-2.139E-03
-94.700E-03,-3.067E-03
-94.600E-03,-6.432E-03
-94.500E-03,-3.845E-03
-94.400E-03,-1.822E-03
-94.300E-03,-4.824E-03
-94.200E-03,-4.448E-03
-94.100E-03,-577E-06
-94.000E-03,-2.566E-03
-93.900E-03,-3.468E-03
-93.800E-03,-1.488E-03
-93.700E-03,-2.134E-03
-93.600E-03,-3.216E-03
-93.500E-03,-4.520E-03
-93.400E-03,-3.935E-03
-93.300E-03,-4.165E-03
-93.200E-03,-3.157E-03
-93.100E-03,-3.385E-03
-93.000E-03,-3.216E-03
-92.900E-03,-6.771E-03
-92.800E-03,-3.224E-03
-92.700E-03,-4.011E-03
-92.600E-03,-1.608E-03
-92.500E-03,-2.845E-03
-92.400E-03,-4.824E-03
-92.300E-03,-2.300E-03
-92.200E-03,-6.891E-03
-92.100E-03,-8.368E-03
-92.000E-03,-3.311E-03
-91.900E-03,-3.216E-03
-91.800E-03,-3.658E-03
-91.700E-03,-5.895E-03
-91.600E-03,-3.216E-03
-91.500E-03,-3.853E-03
-91.400E-03,-1.608E-03
-91.300E-03,-5.998E-03
-91.200E-03,-2.820E-03
-91.100E-03,-843E-06
-91.000E-03,-4.377E-03
-90.900E-03,-4.659E-03
-90.800E-03,-748E-06
-90.700E-03,-3.216E-03
-90.600E-03,-3.216E-03
-90.500E-03,+1.494E-03
-90.400E-03,-6.131E-03
-90.300E-03,-4.108E-03
-90.200E-03,-7.563E-03
-90.100E-03,-1.733E-03
-90.000E-03,-3.216E-03
-89.900E-03,-3.216E-03
-89.800E-03,+330E-06
-89.700E-03,-7.996E-03
-89.600E-03,-2.812E-03
-89.500E-03,-1.579E-03
-89.400E-03,+859E-06
-89.300E-03,-4.784E-03
-89.200E-03,-3.216E-03
-89.100E-03,-1.134E-03
-89.000E-03,-6.432E-03
-88.900E-03,-3.124E-03
-88.800E-03,-1.608E-03
-88.700E-03,-1.843E-03
-88.600E-03,-5.639E-03
-88.500E-03,-3.216E-03
-88.400E-03,-1.475E-03
-88.300E-03,-5.162E-03
-88.200E-03,-3.216E-03
-88.100E-03,-5.653E-03
-88.000E-03,-2.827E-03
-87.900E-03,-6.873E-03
-87.800E-03,-337E-06
-87.700E-03,-8.910E-03
-87.600E-03,-2.930E-03
-87.500E-03,-2.152E-03
-87.400E-03,-3.216E-03
-87.300E-03,-4.526E-03
-87.200E-03,-5.720E-03
-87.100E-03,-3.216E-03
-87.000E-03,-4.824E-03
-86.900E-03,-4.475E-03
-86.800E-03,-4.060E-03
-86.700E-03,-3.645E-03
-86.600E-03,-3.216E-03
-86.500E-03,-1.608E-03
-86.400E-03,-4.032E-03
-86.300E-03,-1.608E-03
-86.200E-03,-3.253E-03
-86.100E-03,-4.824E-03
-86.000E-03,-3.957E-03
-85.900E-03,-3.216E-03
-85.800E-03,-4.647E-03
-85.700E-03,+698E-06
