second,Volt
-13.400E-03,-42.514E-03
-13.300E-03,-39.052E-03
-13.200E-03,-42.945E-03
-13.100E-03,-46.726E-03
-13.000E-03,-40.440E-03
-12.900E-03,-42.211E-03
-12.800E-03,-46.645E-03
-12.700E-03,-36.943E-03
-12.600E-03,-47.892E-03
-12.500E-03,-44.221E-03
-12.400E-03,-46.231E-03
-12.300E-03,-48.994E-03
-12.200E-03,-44.111E-03
-12.100E-03,-47.016E-03
-12.000E-03,-42.367E-03
-11.900E-03,-49.122E-03
-11.800E-03,-43.992E-03
-11.700E-03,-43.157E-03
-11.600E-03,-45.185E-03
-11.500E-03,-48.232E-03
-11.400E-03,-44.221E-03
-11.300E-03,-45.694E-03
-11.200E-03,-47.186E-03
-11.100E-03,-42.380E-03
-11.000E-03,-48.076E-03
-10.900E-03,-46.231E-03
-10.800E-03,-46.461E-03
-10.700E-03,-30.216E-03
-10.600E-03,-46.378E-03
-10.500E-03,-61.684E-03
-10.400E-03,-47.057E-03
-10.300E-03,-47.013E-03
-10.200E-03,-48.030E-03
-10.100E-03,-45.681E-03
-10.000E-03,-47.480E-03
-9.900E-03,-46.474E-03
-9.800E-03,-46.507E-03
-9.700E-03,-46.652E-03
-9.600E-03,-46.928E-03
-9.500E-03,-48.063E-03
-9.400E-03,-46.231E-03
-9.300E-03,-45.939E-03
-9.200E-03,-42.844E-03
-9.100E-03,-46.345E-03
-9.000E-03,-45.827E-03
-8.900E-03,-42.211E-03
-8.800E-03,-46.231E-03
-8.700E-03,-42.211E-03
-8.600E-03,-44.690E-03
-8.500E-03,-45.244E-03
-8.400E-03,-44.221E-03
-8.300E-03,-42.196E-03
-8.200E-03,-44.754E-03
-8.100E-03,-42.211E-03
-8.000E-03,-43.781E-03
-7.900E-03,-44.142E-03
-7.800E-03,-43.624E-03
-7.700E-03,-41.095E-03
-7.600E-03,-40.576E-03
-7.500E-03,-44.078E-03
-7.400E-03,-36.843E-03
-7.300E-03,-40.201E-03
-7.200E-03,-41.900E-03
-7.100E-03,-39.993E-03
-7.000E-03,-38.917E-03
-6.900E-03,-38.956E-03
-6.800E-03,-34.911E-03
-6.700E-03,-32.433E-03
-6.600E-03,-36.972E-03
-6.500E-03,-37.583E-03
-6.400E-03,-36.181E-03
-6.300E-03,-35.172E-03
-6.200E-03,-34.726E-03
-6.100E-03,-34.908E-03
-6.000E-03,-36.063E-03
-5.900E-03,-37.383E-03
-5.800E-03,-33.999E-03
-5.700E-03,-31.589E-03
-5.600E-03,-24.335E-03
-5.500E-03,-35.251E-03
-5.400E-03,-28.141E-03
-5.300E-03,-30.151E-03
-5.200E-03,-30.162E-03
-5.100E-03,-23.591E-03
-5.000E-03,-27.179E-03
-4.900E-03,-25.008E-03
-4.800E-03,-26.206E-03
-4.700E-03,-27.318E-03
-4.600E-03,-24.550E-03
-4.500E-03,-50.215E-03
-4.400E-03,-22.111E-03
-4.300E-03,-23.463E-03
-4.200E-03,-23.287E-03
-4.100E-03,-21.796E-03
-4.000E-03,-21.703E-03
-3.900E-03,-14.793E-03
-3.800E-03,-18.090E-03
-3.700E-03,-19.349E-03
-3.600E-03,-13.802E-03
-3.500E-03,-15.294E-03
-3.400E-03,-14.070E-03
-3.300E-03,-11.688E-03
-3.200E-03,-8.720E-03
-3.100E-03,-10.358E-03
-3.000E-03,-10.050E-03
-2.900E-03,-10.050E-03
-2.800E-03,-6.824E-03
-2.700E-03,-358E-06
-2.600E-03,-5.454E-03
-2.500E-03,-5.973E-03
-2.400E-03,-4.020E-03
-2.300E-03,-2.990E-03
-2.200E-03,-4.020E-03
-2.100E-03,-2.003E-03
-2.000E-03,-1.051E-03
-1.900E-03,-78E-06
-1.800E-03,-1.115E-03
-1.700E-03,+3.878E-03
-1.600E-03,+590E-06
-1.500E-03,+6.030E-03
-1.400E-03,+4.786E-03
-1.300E-03,+6.166E-03
-1.200E-03,+9.396E-03
-1.100E-03,+12.060E-03
-1.000E-03,+23.582E-03
-900E-06,+13.660E-03
-800E-06,+10.050E-03
-700E-06,+12.060E-03
-600E-06,+12.315E-03
-500E-06,+12.589E-03
-400E-06,+15.297E-03
-300E-06,+10.874E-03
-200E-06,+21.731E-03
-100E-06,+18.090E-03
+0.0E+00,+21.795E-03
+100E-06,+20.178E-03
+200E-06,+21.985E-03
+300E-06,+25.738E-03
+400E-06,+25.032E-03
+500E-06,+23.270E-03
+600E-06,+43.731E-03
+700E-06,+28.141E-03
+800E-06,+27.165E-03
+900E-06,+34.634E-03
+1.000E-03,+26.140E-03
+1.100E-03,+29.706E-03
+1.200E-03,+34.241E-03
+1.300E-03,+35.730E-03
+1.400E-03,+34.238E-03
+1.500E-03,+30.737E-03
+1.600E-03,+37.086E-03
+1.700E-03,+42.674E-03
+1.800E-03,+38.323E-03
+1.900E-03,+33.403E-03
+2.000E-03,+41.370E-03
+2.100E-03,+37.868E-03
+2.200E-03,+42.015E-03
+2.300E-03,+41.362E-03
+2.400E-03,+47.008E-03
+2.500E-03,+43.963E-03
+2.600E-03,+36.255E-03
+2.700E-03,+47.135E-03
+2.800E-03,+44.221E-03
+2.900E-03,+47.006E-03
+3.000E-03,+48.566E-03
+3.100E-03,+53.428E-03
+3.200E-03,+52.843E-03
+3.300E-03,+50.640E-03
+3.400E-03,+52.261E-03
+3.500E-03,+53.169E-03
+3.600E-03,+51.678E-03
+3.700E-03,+58.291E-03
+3.800E-03,+58.291E-03
+3.900E-03,+60.302E-03
+4.000E-03,+61.340E-03
+4.100E-03,+62.310E-03
+4.200E-03,+60.302E-03
+4.300E-03,+62.312E-03
+4.400E-03,+61.136E-03
+4.500E-03,+54.526E-03
+4.600E-03,+61.729E-03
+4.700E-03,+66.332E-03
+4.800E-03,+75.657E-03
+4.900E-03,+62.567E-03
+5.000E-03,+66.978E-03
+5.100E-03,+68.982E-03
+5.200E-03,+64.974E-03
+5.300E-03,+67.765E-03
+5.400E-03,+71.896E-03
+5.500E-03,+66.332E-03
+5.600E-03,+71.052E-03
+5.700E-03,+71.592E-03
+5.800E-03,+69.117E-03
+5.900E-03,+76.082E-03
+6.000E-03,+68.737E-03
+6.100E-03,+75.740E-03
+6.200E-03,+74.041E-03
+6.300E-03,+72.362E-03
+6.400E-03,+72.362E-03
+6.500E-03,+70.821E-03
+6.600E-03,+72.160E-03
+6.700E-03,+72.949E-03
+6.800E-03,+70.421E-03
+6.900E-03,+73.922E-03
+7.000E-03,+73.404E-03
+7.100E-03,+72.885E-03
+7.200E-03,+72.362E-03
+7.300E-03,+70.820E-03
+7.400E-03,+85.124E-03
+7.500E-03,+76.841E-03
+7.600E-03,+58.769E-03
+7.700E-03,+74.372E-03
+7.800E-03,+72.362E-03
+7.900E-03,+70.352E-03
+8.000E-03,+72.486E-03
+8.100E-03,+72.362E-03
+8.200E-03,+74.684E-03
+8.300E-03,+76.382E-03
+8.400E-03,+71.797E-03
+8.500E-03,+73.180E-03
+8.600E-03,+67.901E-03
+8.700E-03,+70.352E-03
+8.800E-03,+73.626E-03
+8.900E-03,+72.829E-03
+9.000E-03,+70.502E-03
+9.100E-03,+68.543E-03
+9.200E-03,+66.649E-03
+9.300E-03,+65.157E-03
+9.400E-03,+71.050E-03
+9.500E-03,+68.479E-03
+9.600E-03,+68.342E-03
+9.700E-03,+67.442E-03
+9.800E-03,+69.169E-03
+9.900E-03,+66.332E-03
+10.000E-03,+60.747E-03
+10.100E-03,+69.225E-03
+10.200E-03,+59.873E-03
+10.300E-03,+66.340E-03
+10.400E-03,+64.322E-03
+10.500E-03,+63.293E-03
+10.600E-03,+65.406E-03
+10.700E-03,+68.174E-03
+10.800E-03,+62.312E-03
+10.900E-03,+64.850E-03
+11.000E-03,+61.098E-03
+11.100E-03,+64.081E-03
+11.200E-03,+57.465E-03
+11.300E-03,+57.439E-03
+11.400E-03,+55.273E-03
+11.500E-03,+59.748E-03
+11.600E-03,+56.985E-03
+11.700E-03,+54.271E-03
+11.800E-03,+56.281E-03
+11.900E-03,+52.510E-03
+12.000E-03,+56.756E-03
+12.100E-03,+54.995E-03
+12.200E-03,+52.467E-03
+12.300E-03,+50.251E-03
+12.400E-03,+50.251E-03
+12.500E-03,+51.570E-03
+12.600E-03,+50.251E-03
+12.700E-03,+47.864E-03
+12.800E-03,+52.914E-03
+12.900E-03,+45.041E-03
+13.000E-03,+44.221E-03
+13.100E-03,+44.663E-03
+13.200E-03,+46.231E-03
+13.300E-03,+42.097E-03
+13.400E-03,+42.211E-03
+13.500E-03,+40.707E-03
+13.600E-03,+36.101E-03
+13.700E-03,+37.114E-03
+13.800E-03,+42.107E-03
+13.900E-03,+38.762E-03
+14.000E-03,+36.181E-03
+14.100E-03,+36.583E-03
+14.200E-03,+34.171E-03
+14.300E-03,+36.816E-03
+14.400E-03,+33.017E-03
+14.500E-03,+37.515E-03
+14.600E-03,+33.809E-03
+14.700E-03,+29.451E-03
+14.800E-03,+31.369E-03
+14.900E-03,+27.867E-03
+15.000E-03,+27.896E-03
+15.100E-03,+25.367E-03
+15.200E-03,+19.026E-03
+15.300E-03,+24.121E-03
+15.400E-03,+22.420E-03
+15.500E-03,+24.121E-03
+15.600E-03,+20.101E-03
+15.700E-03,+20.101E-03
+15.800E-03,+20.101E-03
+15.900E-03,+18.983E-03
+16.000E-03,+20.101E-03
+16.100E-03,+20.020E-03
+16.200E-03,+17.652E-03
+16.300E-03,+13.974E-03
+16.400E-03,+14.070E-03
+16.500E-03,+14.103E-03
+16.600E-03,+18.593E-03
+16.700E-03,+14.070E-03
+16.800E-03,+11.590E-03
+16.900E-03,+10.098E-03
+17.000E-03,+9.174E-03
+17.100E-03,+9.890E-03
+17.200E-03,+6.436E-03
+17.300E-03,+7.590E-03
+17.400E-03,+7.292E-03
+17.500E-03,+6.030E-03
+17.600E-03,+7.357E-03
+17.700E-03,+6.384E-03
+17.800E-03,+4.020E-03
+17.900E-03,+3.602E-03
+18.000E-03,+2.287E-03
+18.100E-03,+0.0E+00
+18.200E-03,+1.250E-03
+18.300E-03,+6.392E-03
+18.400E-03,+0.0E+00
+18.500E-03,+1.704E-03
+18.600E-03,-3.658E-03
+18.700E-03,+675E-06
+18.800E-03,+1.861E-03
+18.900E-03,-740E-06
+19.000E-03,-3.132E-03
+19.100E-03,+0.0E+00
+19.200E-03,-3.767E-03
+19.300E-03,+1.142E-03
+19.400E-03,+0.0E+00
+19.500E-03,-2.943E-03
+19.600E-03,-12.020E-03
+19.700E-03,-2.010E-03
+19.800E-03,-3.003E-03
+19.900E-03,-4.494E-03
+20.000E-03,-5.986E-03
+20.100E-03,-7.477E-03
+20.200E-03,-6.183E-03
+20.300E-03,-5.250E-03
+20.400E-03,-4.020E-03
+20.500E-03,-4.647E-03
+20.600E-03,-6.030E-03
+20.700E-03,-7.695E-03
+20.800E-03,-8.040E-03
+20.900E-03,-22.543E-03
+21.000E-03,-10.050E-03
+21.100E-03,-11.217E-03
+21.200E-03,-11.348E-03
+21.300E-03,-9.294E-03
+21.400E-03,-8.579E-03
+21.500E-03,-6.247E-03
+21.600E-03,-9.749E-03
+21.700E-03,-8.861E-03
+21.800E-03,-10.718E-03
+21.900E-03,-10.050E-03
+22.000E-03,-11.328E-03
+22.100E-03,-10.050E-03
+22.200E-03,-11.453E-03
+22.300E-03,-13.894E-03
+22.400E-03,-12.491E-03
+22.500E-03,-9.938E-03
+22.600E-03,-9.125E-03
+22.700E-03,-16.033E-03
+22.800E-03,-10.545E-03
+22.900E-03,-10.067E-03
+23.000E-03,-12.060E-03
+23.100E-03,-21.908E-03
+23.200E-03,-7.707E-03
+23.300E-03,-18.442E-03
+23.400E-03,-10.464E-03
+23.500E-03,-14.070E-03
+23.600E-03,-12.684E-03
+23.700E-03,-13.202E-03
+23.800E-03,-13.721E-03
+23.900E-03,-10.050E-03
+24.000E-03,-14.070E-03
+24.100E-03,-11.257E-03
+24.200E-03,-12.345E-03
+24.300E-03,-13.837E-03
+24.400E-03,-13.565E-03
+24.500E-03,-15.341E-03
+24.600E-03,-17.649E-03
+24.700E-03,-18.090E-03
+24.800E-03,-14.070E-03
+24.900E-03,-15.405E-03
+25.000E-03,-15.924E-03
+25.100E-03,-15.718E-03
+25.200E-03,-13.190E-03
+25.300E-03,-14.070E-03
+25.400E-03,-12.152E-03
+25.500E-03,-14.497E-03
+25.600E-03,-13.005E-03
+25.700E-03,-11.689E-03
+25.800E-03,-15.997E-03
+25.900E-03,-13.089E-03
+26.000E-03,-16.089E-03
+26.100E-03,-15.116E-03
+26.200E-03,-14.107E-03
+26.300E-03,-15.525E-03
+26.400E-03,-15.943E-03
+26.500E-03,-16.080E-03
+26.600E-03,-10.353E-03
+26.700E-03,-13.451E-03
+26.800E-03,-14.070E-03
+26.900E-03,-14.777E-03
+27.000E-03,-11.895E-03
+27.100E-03,-14.070E-03
+27.200E-03,-18.485E-03
+27.300E-03,-11.771E-03
+27.400E-03,-18.779E-03
+27.500E-03,-13.557E-03
+27.600E-03,-13.851E-03
+27.700E-03,-49.106E-03
+27.800E-03,-16.080E-03
+27.900E-03,-18.133E-03
+28.000E-03,-23.548E-03
+28.100E-03,-12.221E-03
+28.200E-03,-15.722E-03
+28.300E-03,-14.070E-03
+28.400E-03,-8.540E-03
+28.500E-03,-12.156E-03
+28.600E-03,-15.658E-03
+28.700E-03,-16.080E-03
+28.800E-03,-17.540E-03
+28.900E-03,-37.875E-03
+29.000E-03,-17.603E-03
+29.100E-03,-14.070E-03
+29.200E-03,-13.032E-03
+29.300E-03,-16.015E-03
+29.400E-03,-12.612E-03
+29.500E-03,-13.811E-03
+29.600E-03,-14.070E-03
+29.700E-03,-14.167E-03
+29.800E-03,-15.465E-03
+29.900E-03,-16.080E-03
+30.000E-03,-16.438E-03
+30.100E-03,-15.757E-03
+30.200E-03,-14.750E-03
+30.300E-03,-12.097E-03
+30.400E-03,-17.505E-03
+30.500E-03,-17.865E-03
+30.600E-03,-16.602E-03
+30.700E-03,-11.313E-03
+30.800E-03,-16.080E-03
+30.900E-03,-16.080E-03
+31.000E-03,-14.070E-03
+31.100E-03,-15.436E-03
+31.200E-03,-14.070E-03
+31.300E-03,-14.425E-03
+31.400E-03,-16.080E-03
+31.500E-03,-14.689E-03
+31.600E-03,-14.170E-03
+31.700E-03,-14.070E-03
+31.800E-03,-15.945E-03
+31.900E-03,-14.070E-03
+32.000E-03,-10.156E-03
+32.100E-03,-16.564E-03
+32.200E-03,-18.090E-03
+32.300E-03,-15.591E-03
+32.400E-03,-18.090E-03
+32.500E-03,-14.618E-03
+32.600E-03,-16.080E-03
+32.700E-03,-15.655E-03
+32.800E-03,-14.164E-03
+32.900E-03,-13.284E-03
+33.000E-03,-13.191E-03
+33.100E-03,-16.080E-03
+33.200E-03,-12.376E-03
+33.300E-03,-14.052E-03
+33.400E-03,-14.070E-03
+33.500E-03,-15.784E-03
+33.600E-03,-18.090E-03
+33.700E-03,-14.282E-03
+33.800E-03,-14.313E-03
+33.900E-03,-14.919E-03
+34.000E-03,-17.518E-03
+34.100E-03,-14.070E-03
+34.200E-03,-13.433E-03
+34.300E-03,-15.744E-03
+34.400E-03,-15.730E-03
+34.500E-03,-12.930E-03
+34.600E-03,-13.448E-03
+34.700E-03,-16.080E-03
+34.800E-03,-15.665E-03
+34.900E-03,-10.984E-03
+35.000E-03,-15.523E-03
+35.100E-03,-14.110E-03
+35.200E-03,-17.132E-03
+35.300E-03,-14.085E-03
+35.400E-03,-11.037E-03
+35.500E-03,-16.055E-03
+35.600E-03,-12.604E-03
+35.700E-03,-12.894E-03
+35.800E-03,-14.793E-03
+35.900E-03,-16.170E-03
+36.000E-03,-11.874E-03
+36.100E-03,-16.964E-03
+36.200E-03,-12.425E-03
+36.300E-03,-12.675E-03
+36.400E-03,-14.077E-03
+36.500E-03,-15.261E-03
+36.600E-03,-17.790E-03
+36.700E-03,-10.705E-03
+36.800E-03,-14.070E-03
+36.900E-03,-15.326E-03
+37.000E-03,-10.286E-03
+37.100E-03,-20.981E-03
+37.200E-03,-12.861E-03
+37.300E-03,-14.070E-03
+37.400E-03,-16.252E-03
+37.500E-03,-16.080E-03
+37.600E-03,-12.926E-03
+37.700E-03,-13.444E-03
+37.800E-03,-14.070E-03
+37.900E-03,-13.659E-03
+38.000E-03,-9.422E-03
+38.100E-03,-6.829E-03
+38.200E-03,-14.027E-03
+38.300E-03,-17.291E-03
+38.400E-03,-15.086E-03
+38.500E-03,-13.573E-03
+38.600E-03,-15.995E-03
+38.700E-03,-10.441E-03
+38.800E-03,-12.060E-03
+38.900E-03,-11.782E-03
+39.000E-03,-12.146E-03
+39.100E-03,-7.831E-03
+39.200E-03,-10.938E-03
+39.300E-03,-12.060E-03
+39.400E-03,-10.200E-03
+39.500E-03,-12.729E-03
+39.600E-03,-15.257E-03
+39.700E-03,-12.365E-03
+39.800E-03,-12.060E-03
+39.900E-03,-11.327E-03
+40.000E-03,-15.322E-03
+40.100E-03,-12.300E-03
+40.200E-03,-15.802E-03
+40.300E-03,-14.036E-03
+40.400E-03,-12.060E-03
+40.500E-03,-13.895E-03
+40.600E-03,-23.730E-03
+40.700E-03,-9.763E-03
+40.800E-03,-12.690E-03
+40.900E-03,-14.182E-03
+41.000E-03,-13.663E-03
+41.100E-03,-12.060E-03
+41.200E-03,-12.060E-03
+41.300E-03,-13.929E-03
+41.400E-03,-10.522E-03
+41.500E-03,-14.041E-03
+41.600E-03,-14.070E-03
+41.700E-03,-10.068E-03
+41.800E-03,-13.534E-03
+41.900E-03,-14.169E-03
+42.000E-03,-11.623E-03
+42.100E-03,-11.979E-03
+42.200E-03,-14.880E-03
+42.300E-03,-9.822E-03
+42.400E-03,-11.315E-03
+42.500E-03,-12.060E-03
+42.600E-03,-14.070E-03
+42.700E-03,-12.060E-03
+42.800E-03,-12.060E-03
+42.900E-03,-10.471E-03
+43.000E-03,-12.060E-03
+43.100E-03,-12.060E-03
+43.200E-03,-10.294E-03
+43.300E-03,-6.854E-03
+43.400E-03,-9.627E-03
+43.500E-03,-10.050E-03
+43.600E-03,-11.881E-03
+43.700E-03,-14.070E-03
+43.800E-03,-12.918E-03
+43.900E-03,-10.684E-03
+44.000E-03,-15.965E-03
+44.100E-03,-9.251E-03
+44.200E-03,-11.138E-03
+44.300E-03,-10.318E-03
+44.400E-03,-10.050E-03
+44.500E-03,-10.050E-03
+44.600E-03,-11.037E-03
+44.700E-03,-13.565E-03
+44.800E-03,-14.043E-03
+44.900E-03,-10.582E-03
+45.000E-03,-10.050E-03
+45.100E-03,-15.640E-03
+45.200E-03,-14.070E-03
+45.300E-03,+4.903E-03
+45.400E-03,-11.385E-03
+45.500E-03,-9.674E-03
+45.600E-03,-8.182E-03
+45.700E-03,-12.749E-03
+45.800E-03,-9.701E-03
+45.900E-03,-12.060E-03
+46.000E-03,-11.441E-03
+46.100E-03,-12.785E-03
+46.200E-03,-12.060E-03
+46.300E-03,-15.833E-03
+46.400E-03,-11.789E-03
+46.500E-03,-12.491E-03
+46.600E-03,-11.965E-03
+46.700E-03,-8.224E-03
+46.800E-03,-11.725E-03
+46.900E-03,-7.791E-03
+47.000E-03,-10.591E-03
+47.100E-03,-11.941E-03
+47.200E-03,-10.450E-03
+47.300E-03,-12.060E-03
+47.400E-03,-10.050E-03
+47.500E-03,-10.269E-03
+47.600E-03,-11.132E-03
+47.700E-03,-9.023E-03
+47.800E-03,-8.040E-03
+47.900E-03,-6.040E-03
+48.000E-03,-10.579E-03
+48.100E-03,-9.087E-03
+48.200E-03,-8.485E-03
+48.300E-03,-12.060E-03
+48.400E-03,-10.050E-03
+48.500E-03,-10.050E-03
+48.600E-03,-12.441E-03
+48.700E-03,-10.050E-03
+48.800E-03,-9.354E-03
+48.900E-03,-8.875E-03
+49.000E-03,-6.346E-03
+49.100E-03,-10.253E-03
+49.200E-03,-10.772E-03
+49.300E-03,-10.050E-03
+49.400E-03,-13.567E-03
+49.500E-03,-10.317E-03
+49.600E-03,-8.040E-03
+49.700E-03,-11.355E-03
+49.800E-03,-11.873E-03
+49.900E-03,-8.372E-03
+50.000E-03,-15.230E-03
+50.100E-03,-7.399E-03
+50.200E-03,-8.409E-03
+50.300E-03,-13.279E-03
+50.400E-03,-11.146E-03
+50.500E-03,-8.617E-03
+50.600E-03,-8.216E-03
+50.700E-03,-10.050E-03
+50.800E-03,-7.009E-03
+50.900E-03,-11.035E-03
+51.000E-03,-8.046E-03
+51.100E-03,-9.526E-03
+51.200E-03,-10.050E-03
+51.300E-03,-8.040E-03
+51.400E-03,+3.459E-03
+51.500E-03,-6.863E-03
+51.600E-03,-2.299E-03
+51.700E-03,-10.050E-03
+51.800E-03,-7.771E-03
+51.900E-03,-8.744E-03
+52.000E-03,-8.040E-03
+52.100E-03,-11.421E-03
+52.200E-03,-9.454E-03
+52.300E-03,-10.050E-03
+52.400E-03,-7.578E-03
+52.500E-03,-15.314E-03
+52.600E-03,-9.787E-03
+52.700E-03,-7.594E-03
+52.800E-03,-10.760E-03
+52.900E-03,-10.241E-03
+53.000E-03,-11.405E-03
+53.100E-03,-10.050E-03
+53.200E-03,-9.331E-03
+53.300E-03,-12.060E-03
+53.400E-03,-8.432E-03
+53.500E-03,-8.040E-03
+53.600E-03,-10.050E-03
+53.700E-03,-9.926E-03
+53.800E-03,-13.158E-03
+53.900E-03,-9.075E-03
+54.000E-03,-9.534E-03
+54.100E-03,-10.048E-03
+54.200E-03,-7.592E-03
+54.300E-03,-9.011E-03
+54.400E-03,-10.503E-03
+54.500E-03,-29.421E-03
+54.600E-03,-10.050E-03
+54.700E-03,-8.040E-03
+54.800E-03,-9.662E-03
+54.900E-03,-9.920E-03
+55.000E-03,-5.319E-03
+55.100E-03,-8.882E-03
+55.200E-03,-8.040E-03
+55.300E-03,-4.605E-03
+55.400E-03,-12.060E-03
+55.500E-03,-13.485E-03
+55.600E-03,-9.532E-03
+55.700E-03,-9.791E-03
+55.800E-03,-5.252E-03
+55.900E-03,-8.040E-03
+56.000E-03,-8.040E-03
+56.100E-03,-9.079E-03
+56.200E-03,-9.208E-03
+56.300E-03,-8.689E-03
+56.400E-03,-7.910E-03
+56.500E-03,-6.876E-03
+56.600E-03,-10.247E-03
+56.700E-03,-10.050E-03
+56.800E-03,-8.570E-03
+56.900E-03,-6.483E-03
+57.000E-03,-6.933E-03
+57.100E-03,-7.520E-03
+57.200E-03,-8.040E-03
+57.300E-03,-8.040E-03
+57.400E-03,-6.030E-03
+57.500E-03,-9.594E-03
+57.600E-03,-8.103E-03
+57.700E-03,-8.888E-03
+57.800E-03,-3.831E-03
+57.900E-03,-5.638E-03
+58.000E-03,-6.157E-03
+58.100E-03,-8.040E-03
+58.200E-03,-10.686E-03
+58.300E-03,-8.040E-03
+58.400E-03,-4.594E-03
+58.500E-03,-8.750E-03
+58.600E-03,-7.594E-03
+58.700E-03,-8.303E-03
+58.800E-03,-9.539E-03
+58.900E-03,-8.040E-03
+59.000E-03,-4.595E-03
+59.100E-03,-4.616E-03
+59.200E-03,-6.350E-03
+59.300E-03,-5.192E-03
+59.400E-03,-9.397E-03
+59.500E-03,-7.906E-03
+59.600E-03,-8.424E-03
+59.700E-03,-9.147E-03
+59.800E-03,-7.796E-03
+59.900E-03,-8.180E-03
+60.000E-03,+1.777E-03
+60.100E-03,-6.030E-03
+60.200E-03,-10.050E-03
+60.300E-03,-8.040E-03
+60.400E-03,-7.527E-03
+60.500E-03,-6.030E-03
+60.600E-03,-9.590E-03
+60.700E-03,-8.099E-03
+60.800E-03,-6.886E-03
+60.900E-03,-6.944E-03
+61.000E-03,-8.404E-03
+61.100E-03,-6.153E-03
+61.200E-03,-16.251E-03
+61.300E-03,-391E-06
+61.400E-03,-8.371E-03
+61.500E-03,-8.228E-03
+61.600E-03,-8.040E-03
+61.700E-03,-8.479E-03
+61.800E-03,-8.574E-03
+61.900E-03,-8.040E-03
+62.000E-03,-6.800E-03
+62.100E-03,-4.434E-03
+62.200E-03,-7.635E-03
+62.300E-03,-7.408E-03
+62.400E-03,-10.885E-03
+62.500E-03,-8.697E-03
+62.600E-03,-5.892E-03
+62.700E-03,-14.939E-03
+62.800E-03,-9.838E-03
+62.900E-03,-8.633E-03
+63.000E-03,-10.124E-03
+63.100E-03,-2.899E-03
+63.200E-03,-8.040E-03
+63.300E-03,-8.994E-03
+63.400E-03,-8.050E-03
+63.500E-03,-8.040E-03
+63.600E-03,-847E-06
+63.700E-03,-8.504E-03
+63.800E-03,-8.040E-03
+63.900E-03,-9.477E-03
+64.000E-03,-8.040E-03
+64.100E-03,-2.809E-03
+64.200E-03,-8.040E-03
+64.300E-03,-7.402E-03
+64.400E-03,-6.030E-03
+64.500E-03,-8.710E-03
+64.600E-03,-8.040E-03
+64.700E-03,-6.732E-03
+64.800E-03,-8.040E-03
+64.900E-03,-6.301E-03
+65.000E-03,-8.288E-03
+65.100E-03,-4.787E-03
+65.200E-03,-5.305E-03
+65.300E-03,-7.834E-03
+65.400E-03,-7.903E-03
+65.500E-03,-8.389E-03
+65.600E-03,-1.321E-03
+65.700E-03,-7.898E-03
+65.800E-03,+5.028E-03
+65.900E-03,-7.820E-03
+66.000E-03,-6.847E-03
+66.100E-03,-6.030E-03
+66.200E-03,-5.589E-03
+66.300E-03,-5.939E-03
+66.400E-03,-4.552E-03
+66.500E-03,-8.000E-03
+66.600E-03,-8.535E-03
+66.700E-03,-6.030E-03
+66.800E-03,-6.030E-03
+66.900E-03,-4.071E-03
+67.000E-03,-2.580E-03
+67.100E-03,-13.073E-03
+67.200E-03,-6.030E-03
+67.300E-03,-7.925E-03
+67.400E-03,-6.139E-03
+67.500E-03,-8.040E-03
+67.600E-03,-4.020E-03
+67.700E-03,-2.728E-03
+67.800E-03,-6.030E-03
+67.900E-03,-4.813E-03
+68.000E-03,-9.226E-03
+68.100E-03,-7.796E-03
+68.200E-03,-6.030E-03
+68.300E-03,-6.030E-03
+68.400E-03,-6.030E-03
+68.500E-03,-6.030E-03
+68.600E-03,-8.040E-03
+68.700E-03,-8.040E-03
+68.800E-03,-4.166E-03
+68.900E-03,-11.315E-03
+69.000E-03,-7.813E-03
+69.100E-03,+1.829E-03
+69.200E-03,-7.877E-03
+69.300E-03,-874E-06
+69.400E-03,-7.085E-03
+69.500E-03,-5.494E-03
+69.600E-03,-5.927E-03
+69.700E-03,-5.529E-03
+69.800E-03,-5.040E-03
+69.900E-03,-6.030E-03
+70.000E-03,-8.087E-03
+70.100E-03,-7.475E-03
+70.200E-03,-5.104E-03
+70.300E-03,-4.427E-03
+70.400E-03,-6.364E-03
+70.500E-03,-5.280E-03
+70.600E-03,-5.743E-03
+70.700E-03,-2.353E-03
+70.800E-03,-7.864E-03
+70.900E-03,-6.651E-03
+71.000E-03,-2.807E-03
+71.100E-03,-7.483E-03
+71.200E-03,-13.110E-03
+71.300E-03,-7.281E-03
+71.400E-03,-3.287E-03
+71.500E-03,-642E-06
+71.600E-03,-6.335E-03
+71.700E-03,-2.833E-03
+71.800E-03,-6.699E-03
+71.900E-03,-4.020E-03
+72.000E-03,-5.661E-03
+72.100E-03,-5.143E-03
+72.200E-03,-7.436E-03
+72.300E-03,-7.955E-03
+72.400E-03,-5.597E-03
+72.500E-03,-6.030E-03
+72.600E-03,-6.030E-03
+72.700E-03,-6.051E-03
+72.800E-03,-3.543E-03
+72.900E-03,-6.030E-03
+73.000E-03,-25.981E-03
+73.100E-03,-4.063E-03
+73.200E-03,-12.772E-03
+73.300E-03,-4.950E-03
+73.400E-03,-6.030E-03
+73.500E-03,-6.138E-03
+73.600E-03,-4.020E-03
+73.700E-03,-6.310E-03
+73.800E-03,-4.367E-03
+73.900E-03,-7.868E-03
+74.000E-03,-7.350E-03
+74.100E-03,-4.821E-03
+74.200E-03,-6.030E-03
+74.300E-03,-5.085E-03
